Year,Month,Country,Fuel,Share_bins,Hour,Cumulative_Hours
2015,1,Austria,Coal,<1%,263.75,263.75
2015,1,Austria,Coal,<3%,53.0,316.75
2015,1,Austria,Coal,<5%,68.0,384.75
2015,1,Austria,Coal,<10%,256.5,641.25
2015,1,Austria,Coal,<15%,102.75,744.0
2015,1,Austria,Coal,<20%,0.0,744.0
2015,1,Austria,Coal,<25%,0.0,744.0
2015,1,Austria,Coal,<30%,0.0,744.0
2015,1,Austria,Coal,<35%,0.0,744.0
2015,1,Austria,Coal,<40%,0.0,744.0
2015,1,Austria,Coal,<45%,0.0,744.0
2015,1,Austria,Coal,<50%,0.0,744.0
2015,1,Austria,Coal,<55%,0.0,744.0
2015,1,Austria,Coal,<60%,0.0,744.0
2015,1,Austria,Coal,<65%,0.0,744.0
2015,1,Austria,Coal,<70%,0.0,744.0
2015,1,Austria,Coal,<75%,0.0,744.0
2015,1,Austria,Coal,<80%,0.0,744.0
2015,1,Austria,Coal,<85%,0.0,744.0
2015,1,Austria,Coal,<90%,0.0,744.0
2015,1,Austria,Coal,<95%,0.0,744.0
2015,1,Austria,Coal,>=95%,0.0,744.0
2015,1,Austria,Fossil fuel,<1%,0.0,0.0
2015,1,Austria,Fossil fuel,<3%,0.0,0.0
2015,1,Austria,Fossil fuel,<5%,0.0,0.0
2015,1,Austria,Fossil fuel,<10%,19.0,19.0
2015,1,Austria,Fossil fuel,<15%,47.0,66.0
2015,1,Austria,Fossil fuel,<20%,93.5,159.5
2015,1,Austria,Fossil fuel,<25%,100.25,259.75
2015,1,Austria,Fossil fuel,<30%,144.5,404.25
2015,1,Austria,Fossil fuel,<35%,164.0,568.25
2015,1,Austria,Fossil fuel,<40%,74.25,642.5
2015,1,Austria,Fossil fuel,<45%,82.75,725.25
2015,1,Austria,Fossil fuel,<50%,18.0,743.25
2015,1,Austria,Fossil fuel,<55%,0.75,744.0
2015,1,Austria,Fossil fuel,<60%,0.0,744.0
2015,1,Austria,Fossil fuel,<65%,0.0,744.0
2015,1,Austria,Fossil fuel,<70%,0.0,744.0
2015,1,Austria,Fossil fuel,<75%,0.0,744.0
2015,1,Austria,Fossil fuel,<80%,0.0,744.0
2015,1,Austria,Fossil fuel,<85%,0.0,744.0
2015,1,Austria,Fossil fuel,<90%,0.0,744.0
2015,1,Austria,Fossil fuel,<95%,0.0,744.0
2015,1,Austria,Fossil fuel,>=95%,0.0,744.0
2015,1,Austria,Gas,<1%,0.0,0.0
2015,1,Austria,Gas,<3%,0.0,0.0
2015,1,Austria,Gas,<5%,0.0,0.0
2015,1,Austria,Gas,<10%,20.0,20.0
2015,1,Austria,Gas,<15%,53.5,73.5
2015,1,Austria,Gas,<20%,125.25,198.75
2015,1,Austria,Gas,<25%,257.5,456.25
2015,1,Austria,Gas,<30%,182.75,639.0
2015,1,Austria,Gas,<35%,76.25,715.25
2015,1,Austria,Gas,<40%,16.0,731.25
2015,1,Austria,Gas,<45%,12.75,744.0
2015,1,Austria,Gas,<50%,0.0,744.0
2015,1,Austria,Gas,<55%,0.0,744.0
2015,1,Austria,Gas,<60%,0.0,744.0
2015,1,Austria,Gas,<65%,0.0,744.0
2015,1,Austria,Gas,<70%,0.0,744.0
2015,1,Austria,Gas,<75%,0.0,744.0
2015,1,Austria,Gas,<80%,0.0,744.0
2015,1,Austria,Gas,<85%,0.0,744.0
2015,1,Austria,Gas,<90%,0.0,744.0
2015,1,Austria,Gas,<95%,0.0,744.0
2015,1,Austria,Gas,>=95%,0.0,744.0
2015,1,Belgium,Coal,<1%,38.0,38.0
2015,1,Belgium,Coal,<3%,222.0,260.0
2015,1,Belgium,Coal,<5%,386.0,646.0
2015,1,Belgium,Coal,<10%,98.0,744.0
2015,1,Belgium,Coal,<15%,0.0,744.0
2015,1,Belgium,Coal,<20%,0.0,744.0
2015,1,Belgium,Coal,<25%,0.0,744.0
2015,1,Belgium,Coal,<30%,0.0,744.0
2015,1,Belgium,Coal,<35%,0.0,744.0
2015,1,Belgium,Coal,<40%,0.0,744.0
2015,1,Belgium,Coal,<45%,0.0,744.0
2015,1,Belgium,Coal,<50%,0.0,744.0
2015,1,Belgium,Coal,<55%,0.0,744.0
2015,1,Belgium,Coal,<60%,0.0,744.0
2015,1,Belgium,Coal,<65%,0.0,744.0
2015,1,Belgium,Coal,<70%,0.0,744.0
2015,1,Belgium,Coal,<75%,0.0,744.0
2015,1,Belgium,Coal,<80%,0.0,744.0
2015,1,Belgium,Coal,<85%,0.0,744.0
2015,1,Belgium,Coal,<90%,0.0,744.0
2015,1,Belgium,Coal,<95%,0.0,744.0
2015,1,Belgium,Coal,>=95%,0.0,744.0
2015,1,Belgium,Fossil fuel,<1%,0.0,0.0
2015,1,Belgium,Fossil fuel,<3%,0.0,0.0
2015,1,Belgium,Fossil fuel,<5%,0.0,0.0
2015,1,Belgium,Fossil fuel,<10%,0.0,0.0
2015,1,Belgium,Fossil fuel,<15%,0.0,0.0
2015,1,Belgium,Fossil fuel,<20%,6.0,6.0
2015,1,Belgium,Fossil fuel,<25%,101.0,107.0
2015,1,Belgium,Fossil fuel,<30%,137.0,244.0
2015,1,Belgium,Fossil fuel,<35%,194.0,438.0
2015,1,Belgium,Fossil fuel,<40%,135.0,573.0
2015,1,Belgium,Fossil fuel,<45%,95.0,668.0
2015,1,Belgium,Fossil fuel,<50%,66.0,734.0
2015,1,Belgium,Fossil fuel,<55%,10.0,744.0
2015,1,Belgium,Fossil fuel,<60%,0.0,744.0
2015,1,Belgium,Fossil fuel,<65%,0.0,744.0
2015,1,Belgium,Fossil fuel,<70%,0.0,744.0
2015,1,Belgium,Fossil fuel,<75%,0.0,744.0
2015,1,Belgium,Fossil fuel,<80%,0.0,744.0
2015,1,Belgium,Fossil fuel,<85%,0.0,744.0
2015,1,Belgium,Fossil fuel,<90%,0.0,744.0
2015,1,Belgium,Fossil fuel,<95%,0.0,744.0
2015,1,Belgium,Fossil fuel,>=95%,0.0,744.0
2015,1,Belgium,Gas,<1%,0.0,0.0
2015,1,Belgium,Gas,<3%,0.0,0.0
2015,1,Belgium,Gas,<5%,0.0,0.0
2015,1,Belgium,Gas,<10%,0.0,0.0
2015,1,Belgium,Gas,<15%,0.0,0.0
2015,1,Belgium,Gas,<20%,46.0,46.0
2015,1,Belgium,Gas,<25%,153.0,199.0
2015,1,Belgium,Gas,<30%,203.0,402.0
2015,1,Belgium,Gas,<35%,120.0,522.0
2015,1,Belgium,Gas,<40%,120.0,642.0
2015,1,Belgium,Gas,<45%,91.0,733.0
2015,1,Belgium,Gas,<50%,11.0,744.0
2015,1,Belgium,Gas,<55%,0.0,744.0
2015,1,Belgium,Gas,<60%,0.0,744.0
2015,1,Belgium,Gas,<65%,0.0,744.0
2015,1,Belgium,Gas,<70%,0.0,744.0
2015,1,Belgium,Gas,<75%,0.0,744.0
2015,1,Belgium,Gas,<80%,0.0,744.0
2015,1,Belgium,Gas,<85%,0.0,744.0
2015,1,Belgium,Gas,<90%,0.0,744.0
2015,1,Belgium,Gas,<95%,0.0,744.0
2015,1,Belgium,Gas,>=95%,0.0,744.0
2015,1,Bulgaria,Coal,<1%,0.0,0.0
2015,1,Bulgaria,Coal,<3%,0.0,0.0
2015,1,Bulgaria,Coal,<5%,0.0,0.0
2015,1,Bulgaria,Coal,<10%,0.0,0.0
2015,1,Bulgaria,Coal,<15%,0.0,0.0
2015,1,Bulgaria,Coal,<20%,0.0,0.0
2015,1,Bulgaria,Coal,<25%,0.0,0.0
2015,1,Bulgaria,Coal,<30%,0.0,0.0
2015,1,Bulgaria,Coal,<35%,0.0,0.0
2015,1,Bulgaria,Coal,<40%,0.0,0.0
2015,1,Bulgaria,Coal,<45%,25.0,25.0
2015,1,Bulgaria,Coal,<50%,159.0,184.0
2015,1,Bulgaria,Coal,<55%,331.0,515.0
2015,1,Bulgaria,Coal,<60%,209.0,724.0
2015,1,Bulgaria,Coal,<65%,18.0,742.0
2015,1,Bulgaria,Coal,<70%,2.0,744.0
2015,1,Bulgaria,Coal,<75%,0.0,744.0
2015,1,Bulgaria,Coal,<80%,0.0,744.0
2015,1,Bulgaria,Coal,<85%,0.0,744.0
2015,1,Bulgaria,Coal,<90%,0.0,744.0
2015,1,Bulgaria,Coal,<95%,0.0,744.0
2015,1,Bulgaria,Coal,>=95%,0.0,744.0
2015,1,Bulgaria,Fossil fuel,<1%,0.0,0.0
2015,1,Bulgaria,Fossil fuel,<3%,0.0,0.0
2015,1,Bulgaria,Fossil fuel,<5%,0.0,0.0
2015,1,Bulgaria,Fossil fuel,<10%,0.0,0.0
2015,1,Bulgaria,Fossil fuel,<15%,0.0,0.0
2015,1,Bulgaria,Fossil fuel,<20%,0.0,0.0
2015,1,Bulgaria,Fossil fuel,<25%,0.0,0.0
2015,1,Bulgaria,Fossil fuel,<30%,0.0,0.0
2015,1,Bulgaria,Fossil fuel,<35%,0.0,0.0
2015,1,Bulgaria,Fossil fuel,<40%,0.0,0.0
2015,1,Bulgaria,Fossil fuel,<45%,25.0,25.0
2015,1,Bulgaria,Fossil fuel,<50%,159.0,184.0
2015,1,Bulgaria,Fossil fuel,<55%,331.0,515.0
2015,1,Bulgaria,Fossil fuel,<60%,209.0,724.0
2015,1,Bulgaria,Fossil fuel,<65%,18.0,742.0
2015,1,Bulgaria,Fossil fuel,<70%,2.0,744.0
2015,1,Bulgaria,Fossil fuel,<75%,0.0,744.0
2015,1,Bulgaria,Fossil fuel,<80%,0.0,744.0
2015,1,Bulgaria,Fossil fuel,<85%,0.0,744.0
2015,1,Bulgaria,Fossil fuel,<90%,0.0,744.0
2015,1,Bulgaria,Fossil fuel,<95%,0.0,744.0
2015,1,Bulgaria,Fossil fuel,>=95%,0.0,744.0
2015,1,Bulgaria,Gas,<1%,744.0,744.0
2015,1,Bulgaria,Gas,<3%,0.0,744.0
2015,1,Bulgaria,Gas,<5%,0.0,744.0
2015,1,Bulgaria,Gas,<10%,0.0,744.0
2015,1,Bulgaria,Gas,<15%,0.0,744.0
2015,1,Bulgaria,Gas,<20%,0.0,744.0
2015,1,Bulgaria,Gas,<25%,0.0,744.0
2015,1,Bulgaria,Gas,<30%,0.0,744.0
2015,1,Bulgaria,Gas,<35%,0.0,744.0
2015,1,Bulgaria,Gas,<40%,0.0,744.0
2015,1,Bulgaria,Gas,<45%,0.0,744.0
2015,1,Bulgaria,Gas,<50%,0.0,744.0
2015,1,Bulgaria,Gas,<55%,0.0,744.0
2015,1,Bulgaria,Gas,<60%,0.0,744.0
2015,1,Bulgaria,Gas,<65%,0.0,744.0
2015,1,Bulgaria,Gas,<70%,0.0,744.0
2015,1,Bulgaria,Gas,<75%,0.0,744.0
2015,1,Bulgaria,Gas,<80%,0.0,744.0
2015,1,Bulgaria,Gas,<85%,0.0,744.0
2015,1,Bulgaria,Gas,<90%,0.0,744.0
2015,1,Bulgaria,Gas,<95%,0.0,744.0
2015,1,Bulgaria,Gas,>=95%,0.0,744.0
2015,1,Czech Republic,Coal,<1%,0.0,0.0
2015,1,Czech Republic,Coal,<3%,0.0,0.0
2015,1,Czech Republic,Coal,<5%,0.0,0.0
2015,1,Czech Republic,Coal,<10%,0.0,0.0
2015,1,Czech Republic,Coal,<15%,0.0,0.0
2015,1,Czech Republic,Coal,<20%,0.0,0.0
2015,1,Czech Republic,Coal,<25%,0.0,0.0
2015,1,Czech Republic,Coal,<30%,0.0,0.0
2015,1,Czech Republic,Coal,<35%,4.0,4.0
2015,1,Czech Republic,Coal,<40%,71.0,75.0
2015,1,Czech Republic,Coal,<45%,103.0,178.0
2015,1,Czech Republic,Coal,<50%,344.0,522.0
2015,1,Czech Republic,Coal,<55%,200.0,722.0
2015,1,Czech Republic,Coal,<60%,8.0,730.0
2015,1,Czech Republic,Coal,<65%,0.0,730.0
2015,1,Czech Republic,Coal,<70%,0.0,730.0
2015,1,Czech Republic,Coal,<75%,0.0,730.0
2015,1,Czech Republic,Coal,<80%,0.0,730.0
2015,1,Czech Republic,Coal,<85%,0.0,730.0
2015,1,Czech Republic,Coal,<90%,0.0,730.0
2015,1,Czech Republic,Coal,<95%,0.0,730.0
2015,1,Czech Republic,Coal,>=95%,0.0,730.0
2015,1,Czech Republic,Fossil fuel,<1%,12.0,12.0
2015,1,Czech Republic,Fossil fuel,<3%,0.0,12.0
2015,1,Czech Republic,Fossil fuel,<5%,0.0,12.0
2015,1,Czech Republic,Fossil fuel,<10%,0.0,12.0
2015,1,Czech Republic,Fossil fuel,<15%,0.0,12.0
2015,1,Czech Republic,Fossil fuel,<20%,0.0,12.0
2015,1,Czech Republic,Fossil fuel,<25%,0.0,12.0
2015,1,Czech Republic,Fossil fuel,<30%,0.0,12.0
2015,1,Czech Republic,Fossil fuel,<35%,0.0,12.0
2015,1,Czech Republic,Fossil fuel,<40%,32.0,44.0
2015,1,Czech Republic,Fossil fuel,<45%,105.0,149.0
2015,1,Czech Republic,Fossil fuel,<50%,169.0,318.0
2015,1,Czech Republic,Fossil fuel,<55%,341.0,659.0
2015,1,Czech Republic,Fossil fuel,<60%,83.0,742.0
2015,1,Czech Republic,Fossil fuel,<65%,0.0,742.0
2015,1,Czech Republic,Fossil fuel,<70%,0.0,742.0
2015,1,Czech Republic,Fossil fuel,<75%,0.0,742.0
2015,1,Czech Republic,Fossil fuel,<80%,0.0,742.0
2015,1,Czech Republic,Fossil fuel,<85%,0.0,742.0
2015,1,Czech Republic,Fossil fuel,<90%,0.0,742.0
2015,1,Czech Republic,Fossil fuel,<95%,0.0,742.0
2015,1,Czech Republic,Fossil fuel,>=95%,0.0,742.0
2015,1,Czech Republic,Gas,<1%,0.0,0.0
2015,1,Czech Republic,Gas,<3%,653.0,653.0
2015,1,Czech Republic,Gas,<5%,9.0,662.0
2015,1,Czech Republic,Gas,<10%,68.0,730.0
2015,1,Czech Republic,Gas,<15%,0.0,730.0
2015,1,Czech Republic,Gas,<20%,0.0,730.0
2015,1,Czech Republic,Gas,<25%,0.0,730.0
2015,1,Czech Republic,Gas,<30%,0.0,730.0
2015,1,Czech Republic,Gas,<35%,0.0,730.0
2015,1,Czech Republic,Gas,<40%,0.0,730.0
2015,1,Czech Republic,Gas,<45%,0.0,730.0
2015,1,Czech Republic,Gas,<50%,0.0,730.0
2015,1,Czech Republic,Gas,<55%,0.0,730.0
2015,1,Czech Republic,Gas,<60%,0.0,730.0
2015,1,Czech Republic,Gas,<65%,0.0,730.0
2015,1,Czech Republic,Gas,<70%,0.0,730.0
2015,1,Czech Republic,Gas,<75%,0.0,730.0
2015,1,Czech Republic,Gas,<80%,0.0,730.0
2015,1,Czech Republic,Gas,<85%,0.0,730.0
2015,1,Czech Republic,Gas,<90%,0.0,730.0
2015,1,Czech Republic,Gas,<95%,0.0,730.0
2015,1,Czech Republic,Gas,>=95%,0.0,730.0
2015,1,Denmark,Coal,<1%,0.0,0.0
2015,1,Denmark,Coal,<3%,0.0,0.0
2015,1,Denmark,Coal,<5%,0.0,0.0
2015,1,Denmark,Coal,<10%,0.0,0.0
2015,1,Denmark,Coal,<15%,25.0,25.0
2015,1,Denmark,Coal,<20%,92.0,117.0
2015,1,Denmark,Coal,<25%,118.0,235.0
2015,1,Denmark,Coal,<30%,86.0,321.0
2015,1,Denmark,Coal,<35%,103.0,424.0
2015,1,Denmark,Coal,<40%,65.0,489.0
2015,1,Denmark,Coal,<45%,34.0,523.0
2015,1,Denmark,Coal,<50%,50.0,573.0
2015,1,Denmark,Coal,<55%,86.0,659.0
2015,1,Denmark,Coal,<60%,63.0,722.0
2015,1,Denmark,Coal,<65%,22.0,744.0
2015,1,Denmark,Coal,<70%,0.0,744.0
2015,1,Denmark,Coal,<75%,0.0,744.0
2015,1,Denmark,Coal,<80%,0.0,744.0
2015,1,Denmark,Coal,<85%,0.0,744.0
2015,1,Denmark,Coal,<90%,0.0,744.0
2015,1,Denmark,Coal,<95%,0.0,744.0
2015,1,Denmark,Coal,>=95%,0.0,744.0
2015,1,Denmark,Fossil fuel,<1%,0.0,0.0
2015,1,Denmark,Fossil fuel,<3%,0.0,0.0
2015,1,Denmark,Fossil fuel,<5%,0.0,0.0
2015,1,Denmark,Fossil fuel,<10%,0.0,0.0
2015,1,Denmark,Fossil fuel,<15%,0.0,0.0
2015,1,Denmark,Fossil fuel,<20%,2.0,2.0
2015,1,Denmark,Fossil fuel,<25%,32.0,34.0
2015,1,Denmark,Fossil fuel,<30%,63.0,97.0
2015,1,Denmark,Fossil fuel,<35%,79.0,176.0
2015,1,Denmark,Fossil fuel,<40%,87.0,263.0
2015,1,Denmark,Fossil fuel,<45%,62.0,325.0
2015,1,Denmark,Fossil fuel,<50%,74.0,399.0
2015,1,Denmark,Fossil fuel,<55%,56.0,455.0
2015,1,Denmark,Fossil fuel,<60%,43.0,498.0
2015,1,Denmark,Fossil fuel,<65%,24.0,522.0
2015,1,Denmark,Fossil fuel,<70%,15.0,537.0
2015,1,Denmark,Fossil fuel,<75%,22.0,559.0
2015,1,Denmark,Fossil fuel,<80%,42.0,601.0
2015,1,Denmark,Fossil fuel,<85%,46.0,647.0
2015,1,Denmark,Fossil fuel,<90%,64.0,711.0
2015,1,Denmark,Fossil fuel,<95%,33.0,744.0
2015,1,Denmark,Fossil fuel,>=95%,0.0,744.0
2015,1,Denmark,Gas,<1%,0.0,0.0
2015,1,Denmark,Gas,<3%,0.0,0.0
2015,1,Denmark,Gas,<5%,3.0,3.0
2015,1,Denmark,Gas,<10%,84.0,87.0
2015,1,Denmark,Gas,<15%,261.0,348.0
2015,1,Denmark,Gas,<20%,174.0,522.0
2015,1,Denmark,Gas,<25%,83.0,605.0
2015,1,Denmark,Gas,<30%,62.0,667.0
2015,1,Denmark,Gas,<35%,44.0,711.0
2015,1,Denmark,Gas,<40%,24.0,735.0
2015,1,Denmark,Gas,<45%,8.0,743.0
2015,1,Denmark,Gas,<50%,1.0,744.0
2015,1,Denmark,Gas,<55%,0.0,744.0
2015,1,Denmark,Gas,<60%,0.0,744.0
2015,1,Denmark,Gas,<65%,0.0,744.0
2015,1,Denmark,Gas,<70%,0.0,744.0
2015,1,Denmark,Gas,<75%,0.0,744.0
2015,1,Denmark,Gas,<80%,0.0,744.0
2015,1,Denmark,Gas,<85%,0.0,744.0
2015,1,Denmark,Gas,<90%,0.0,744.0
2015,1,Denmark,Gas,<95%,0.0,744.0
2015,1,Denmark,Gas,>=95%,0.0,744.0
2015,1,Estonia,Coal,<1%,128.0,128.0
2015,1,Estonia,Coal,<3%,533.0,661.0
2015,1,Estonia,Coal,<5%,71.0,732.0
2015,1,Estonia,Coal,<10%,0.0,732.0
2015,1,Estonia,Coal,<15%,0.0,732.0
2015,1,Estonia,Coal,<20%,0.0,732.0
2015,1,Estonia,Coal,<25%,0.0,732.0
2015,1,Estonia,Coal,<30%,0.0,732.0
2015,1,Estonia,Coal,<35%,0.0,732.0
2015,1,Estonia,Coal,<40%,0.0,732.0
2015,1,Estonia,Coal,<45%,0.0,732.0
2015,1,Estonia,Coal,<50%,0.0,732.0
2015,1,Estonia,Coal,<55%,0.0,732.0
2015,1,Estonia,Coal,<60%,0.0,732.0
2015,1,Estonia,Coal,<65%,0.0,732.0
2015,1,Estonia,Coal,<70%,0.0,732.0
2015,1,Estonia,Coal,<75%,0.0,732.0
2015,1,Estonia,Coal,<80%,0.0,732.0
2015,1,Estonia,Coal,<85%,0.0,732.0
2015,1,Estonia,Coal,<90%,0.0,732.0
2015,1,Estonia,Coal,<95%,0.0,732.0
2015,1,Estonia,Coal,>=95%,0.0,732.0
2015,1,Estonia,Fossil fuel,<1%,1.0,1.0
2015,1,Estonia,Fossil fuel,<3%,0.0,1.0
2015,1,Estonia,Fossil fuel,<5%,0.0,1.0
2015,1,Estonia,Fossil fuel,<10%,0.0,1.0
2015,1,Estonia,Fossil fuel,<15%,0.0,1.0
2015,1,Estonia,Fossil fuel,<20%,0.0,1.0
2015,1,Estonia,Fossil fuel,<25%,0.0,1.0
2015,1,Estonia,Fossil fuel,<30%,0.0,1.0
2015,1,Estonia,Fossil fuel,<35%,0.0,1.0
2015,1,Estonia,Fossil fuel,<40%,0.0,1.0
2015,1,Estonia,Fossil fuel,<45%,0.0,1.0
2015,1,Estonia,Fossil fuel,<50%,0.0,1.0
2015,1,Estonia,Fossil fuel,<55%,0.0,1.0
2015,1,Estonia,Fossil fuel,<60%,0.0,1.0
2015,1,Estonia,Fossil fuel,<65%,0.0,1.0
2015,1,Estonia,Fossil fuel,<70%,0.0,1.0
2015,1,Estonia,Fossil fuel,<75%,33.0,34.0
2015,1,Estonia,Fossil fuel,<80%,127.0,161.0
2015,1,Estonia,Fossil fuel,<85%,180.0,341.0
2015,1,Estonia,Fossil fuel,<90%,236.0,577.0
2015,1,Estonia,Fossil fuel,<95%,156.0,733.0
2015,1,Estonia,Fossil fuel,>=95%,0.0,733.0
2015,1,Estonia,Gas,<1%,732.0,732.0
2015,1,Estonia,Gas,<3%,0.0,732.0
2015,1,Estonia,Gas,<5%,0.0,732.0
2015,1,Estonia,Gas,<10%,0.0,732.0
2015,1,Estonia,Gas,<15%,0.0,732.0
2015,1,Estonia,Gas,<20%,0.0,732.0
2015,1,Estonia,Gas,<25%,0.0,732.0
2015,1,Estonia,Gas,<30%,0.0,732.0
2015,1,Estonia,Gas,<35%,0.0,732.0
2015,1,Estonia,Gas,<40%,0.0,732.0
2015,1,Estonia,Gas,<45%,0.0,732.0
2015,1,Estonia,Gas,<50%,0.0,732.0
2015,1,Estonia,Gas,<55%,0.0,732.0
2015,1,Estonia,Gas,<60%,0.0,732.0
2015,1,Estonia,Gas,<65%,0.0,732.0
2015,1,Estonia,Gas,<70%,0.0,732.0
2015,1,Estonia,Gas,<75%,0.0,732.0
2015,1,Estonia,Gas,<80%,0.0,732.0
2015,1,Estonia,Gas,<85%,0.0,732.0
2015,1,Estonia,Gas,<90%,0.0,732.0
2015,1,Estonia,Gas,<95%,0.0,732.0
2015,1,Estonia,Gas,>=95%,0.0,732.0
2015,1,Europe,Coal,<1%,141.59285714285716,141.59285714285716
2015,1,Europe,Coal,<3%,32.65714285714286,174.25
2015,1,Europe,Coal,<5%,27.714285714285715,201.96428571428572
2015,1,Europe,Coal,<10%,32.635714285714286,234.60000000000002
2015,1,Europe,Coal,<15%,42.26428571428571,276.86428571428576
2015,1,Europe,Coal,<20%,30.09285714285714,306.95714285714286
2015,1,Europe,Coal,<25%,47.878571428571426,354.8357142857143
2015,1,Europe,Coal,<30%,29.007142857142856,383.84285714285716
2015,1,Europe,Coal,<35%,23.535714285714285,407.37857142857143
2015,1,Europe,Coal,<40%,26.84285714285714,434.2214285714286
2015,1,Europe,Coal,<45%,14.407142857142857,448.62857142857143
2015,1,Europe,Coal,<50%,25.978571428571428,474.6071428571429
2015,1,Europe,Coal,<55%,26.92142857142857,501.5285714285714
2015,1,Europe,Coal,<60%,14.742857142857142,516.2714285714286
2015,1,Europe,Coal,<65%,4.6,520.8714285714286
2015,1,Europe,Coal,<70%,3.142857142857143,524.0142857142857
2015,1,Europe,Coal,<75%,5.457142857142857,529.4714285714285
2015,1,Europe,Coal,<80%,4.571428571428571,534.0428571428572
2015,1,Europe,Coal,<85%,3.8,537.8428571428572
2015,1,Europe,Coal,<90%,5.057142857142857,542.9
2015,1,Europe,Coal,<95%,7.0,549.9
2015,1,Europe,Coal,>=95%,9.942857142857143,559.8428571428572
2015,1,Europe,Fossil fuel,<1%,53.51428571428571,53.51428571428571
2015,1,Europe,Fossil fuel,<3%,20.114285714285714,73.62857142857143
2015,1,Europe,Fossil fuel,<5%,3.692857142857143,77.32142857142857
2015,1,Europe,Fossil fuel,<10%,16.37142857142857,93.69285714285714
2015,1,Europe,Fossil fuel,<15%,28.114285714285714,121.80714285714285
2015,1,Europe,Fossil fuel,<20%,13.928571428571429,135.7357142857143
2015,1,Europe,Fossil fuel,<25%,14.25,149.9857142857143
2015,1,Europe,Fossil fuel,<30%,30.207142857142856,180.19285714285712
2015,1,Europe,Fossil fuel,<35%,50.83571428571429,231.0285714285714
2015,1,Europe,Fossil fuel,<40%,51.871428571428574,282.9
2015,1,Europe,Fossil fuel,<45%,49.92142857142857,332.82142857142856
2015,1,Europe,Fossil fuel,<50%,41.42142857142857,374.24285714285713
2015,1,Europe,Fossil fuel,<55%,43.97857142857143,418.2214285714286
2015,1,Europe,Fossil fuel,<60%,28.042857142857144,446.26428571428573
2015,1,Europe,Fossil fuel,<65%,18.12142857142857,464.3857142857143
2015,1,Europe,Fossil fuel,<70%,9.957142857142857,474.34285714285716
2015,1,Europe,Fossil fuel,<75%,8.414285714285715,482.75714285714287
2015,1,Europe,Fossil fuel,<80%,13.585714285714285,496.34285714285716
2015,1,Europe,Fossil fuel,<85%,13.942857142857143,510.2857142857143
2015,1,Europe,Fossil fuel,<90%,16.32857142857143,526.6142857142858
2015,1,Europe,Fossil fuel,<95%,14.571428571428571,541.1857142857143
2015,1,Europe,Fossil fuel,>=95%,18.142857142857142,559.3285714285714
2015,1,Europe,Gas,<1%,104.85714285714286,104.85714285714286
2015,1,Europe,Gas,<3%,78.88571428571429,183.74285714285713
2015,1,Europe,Gas,<5%,52.41428571428571,236.15714285714284
2015,1,Europe,Gas,<10%,35.5,271.65714285714284
2015,1,Europe,Gas,<15%,70.48571428571428,342.1428571428571
2015,1,Europe,Gas,<20%,50.97857142857143,393.12142857142857
2015,1,Europe,Gas,<25%,45.364285714285714,438.48571428571427
2015,1,Europe,Gas,<30%,35.56428571428572,474.05
2015,1,Europe,Gas,<35%,22.635714285714286,496.6857142857143
2015,1,Europe,Gas,<40%,15.95,512.6357142857142
2015,1,Europe,Gas,<45%,14.678571428571429,527.3142857142857
2015,1,Europe,Gas,<50%,5.514285714285714,532.8285714285714
2015,1,Europe,Gas,<55%,4.457142857142857,537.2857142857143
2015,1,Europe,Gas,<60%,5.0,542.2857142857143
2015,1,Europe,Gas,<65%,4.8428571428571425,547.1285714285714
2015,1,Europe,Gas,<70%,1.542857142857143,548.6714285714286
2015,1,Europe,Gas,<75%,0.34285714285714286,549.0142857142857
2015,1,Europe,Gas,<80%,0.11428571428571428,549.1285714285714
2015,1,Europe,Gas,<85%,0.08571428571428572,549.2142857142857
2015,1,Europe,Gas,<90%,0.2,549.4142857142857
2015,1,Europe,Gas,<95%,0.08571428571428572,549.5
2015,1,Europe,Gas,>=95%,0.05714285714285714,549.5571428571428
2015,1,Finland,Coal,<1%,0.0,0.0
2015,1,Finland,Coal,<3%,0.0,0.0
2015,1,Finland,Coal,<5%,0.0,0.0
2015,1,Finland,Coal,<10%,50.0,50.0
2015,1,Finland,Coal,<15%,492.0,542.0
2015,1,Finland,Coal,<20%,105.0,647.0
2015,1,Finland,Coal,<25%,93.0,740.0
2015,1,Finland,Coal,<30%,0.0,740.0
2015,1,Finland,Coal,<35%,0.0,740.0
2015,1,Finland,Coal,<40%,0.0,740.0
2015,1,Finland,Coal,<45%,0.0,740.0
2015,1,Finland,Coal,<50%,0.0,740.0
2015,1,Finland,Coal,<55%,0.0,740.0
2015,1,Finland,Coal,<60%,0.0,740.0
2015,1,Finland,Coal,<65%,0.0,740.0
2015,1,Finland,Coal,<70%,0.0,740.0
2015,1,Finland,Coal,<75%,0.0,740.0
2015,1,Finland,Coal,<80%,0.0,740.0
2015,1,Finland,Coal,<85%,0.0,740.0
2015,1,Finland,Coal,<90%,0.0,740.0
2015,1,Finland,Coal,<95%,0.0,740.0
2015,1,Finland,Coal,>=95%,0.0,740.0
2015,1,Finland,Fossil fuel,<1%,1.0,1.0
2015,1,Finland,Fossil fuel,<3%,0.0,1.0
2015,1,Finland,Fossil fuel,<5%,0.0,1.0
2015,1,Finland,Fossil fuel,<10%,0.0,1.0
2015,1,Finland,Fossil fuel,<15%,0.0,1.0
